Shipment_ID,Region,Transport_Mode,Product_Category,Shipment_Volume_Units,Delivery_Time_Days,Transportation_Cost,SLA_Days,On_Time
1035,North,Road,Pharma,55,4.7,439.64,6,True
1036,East,Road,Apparel,118,1.6,728.19,6,True
1037,South,Road,Groceries,71,3.5,474.23,6,True
1038,West,Sea,Apparel,303,4.7,846.3,15,True
1039,North,Road,Pharma,133,3.6,921.08,6,True
1040,South,Air,Electronics,65,1.4,2754.87,3,True
1041,East,Road,Apparel,84,5.3,638.32,6,True
1042,West,Sea,Pharma,103,12.4,339.66,15,True
1043,South,Road,Furniture,81,5.7,589.07,6,True
1044,East,Road,Groceries,53,3.2,317.52,6,True
1045,Central,Rail,Apparel,138,4.3,500.94,8,True
1046,East,Rail,Electronics,170,7.7,767.66,8,True
1047,North,Road,Furniture,178,4.5,1352.42,6,True
1048,North,Road,Pharma,157,3.1,1314.52,6,True
1049,West,Road,Groceries,54,4.5,519.97,6,True
1050,North,Road,Electronics,158,5.0,1074.53,6,True
1051,West,Road,Pharma,157,4.1,1128.64,6,True
1052,East,Road,Pharma,140,3.1,1028.47,6,True
1053,Central,Road,Apparel,186,11.8,1175.75,6,False
1054,West,Road,Apparel,67,4.3,625.55,6,True
1055,Central,Rail,Electronics,86,6.2,344.39,8,True
1056,South,Sea,Pharma,176,13.5,765.73,15,True
1057,West,Air,Apparel,101,1.2,2827.68,3,True
1058,South,Road,Groceries,72,2.8,745.88,6,True
1059,South,Road,Groceries,127,7.1,1203.33,6,False
1060,East,Sea,Pharma,217,12.2,741.31,15,True
1061,West,Road,Apparel,69,5.0,399.81,6,True
1062,Central,Road,Electronics,309,4.6,1643.87,6,True
1063,West,Air,Electronics,64,6.7,2778.57,3,False
1064,South,Air,Electronics,98,1.2,4592.52,3,True
1065,South,Air,Groceries,244,0.5,9631.48,3,True
1066,West,Road,Apparel,107,2.7,849.96,6,True
1067,North,Road,Apparel,185,4.4,1289.95,6,True
1068,North,Sea,Groceries,39,8.7,113.71,15,True
1069,South,Road,Electronics,80,4.1,683.65,6,True
1070,South,Rail,Electronics,117,6.8,845.3,8,True
1071,South,Rail,Pharma,35,7.0,163.92,8,True
1072,North,Air,Furniture,44,2.2,1630.65,3,True
1073,North,Road,Apparel,162,5.2,1637.57,6,True
1074,North,Road,Apparel,90,5.9,803.65,6,True
1075,Central,Air,Apparel,79,2.8,1838.96,3,True
1076,South,Sea,Furniture,82,12.2,217.45,15,True
1077,South,Sea,Pharma,275,11.8,987.8,15,True
1078,East,Road,Furniture,185,4.1,1362.07,6,True
1079,North,Road,Electronics,154,3.7,1459.75,6,True
1080,Central,Sea,Electronics,100,21.4,259.74,15,False
1081,West,Rail,Apparel,34,6.7,165.52,8,True
1082,North,Sea,Groceries,107,11.5,294.39,15,True
1083,South,Road,Apparel,87,5.6,643.58,6,True
1084,West,Air,Groceries,30,1.1,1123.89,3,True
1085,Central,Rail,Furniture,286,4.9,903.0,8,True
1086,South,Rail,Electronics,179,6.0,1169.74,8,True
1087,East,Road,Groceries,144,3.0,1128.43,6,True
1088,North,Road,Furniture,28,5.1,242.73,6,True
1089,Central,Air,Electronics,205,0.5,4601.91,3,True
1090,North,Road,Groceries,85,3.9,664.7,6,True
1091,Central,Road,Apparel,80,5.1,482.1,6,True
1092,East,Sea,Apparel,136,11.1,372.86,15,True
1093,East,Road,Apparel,117,4.5,909.18,6,True
1094,East,Sea,Furniture,40,10.8,99.68,15,True
1095,North,Road,Apparel,92,4.3,683.45,6,True
1096,North,Rail,Pharma,42,6.7,231.42,8,True
1097,North,Sea,Electronics,44,11.9,109.64,15,True
1098,North,Road,Furniture,139,4.0,987.46,6,True
1099,West,Road,Apparel,108,4.5,907.99,6,True
1100,South,Road,Electronics,246,3.7,2568.64,6,True
1101,North,Road,Groceries,56,5.1,382.9,6,True
1102,Central,Rail,Apparel,265,7.6,1344.56,8,True
1103,Central,Sea,Electronics,70,10.9,133.96,15,True
1104,Central,Road,Pharma,77,6.1,607.4,6,False
1105,Central,Road,Groceries,60,3.6,453.1,6,True
1106,North,Road,Pharma,128,6.4,804.34,6,False
1107,South,Rail,Electronics,163,5.7,707.78,8,True
1108,West,Road,Pharma,68,4.8,632.88,6,True
1109,East,Air,Electronics,237,2.3,7042.88,3,True
1110,North,Air,Electronics,53,1.0,1574.82,3,True
1111,West,Air,Pharma,111,1.6,5187.81,3,True
1112,North,Road,Electronics,146,5.7,958.83,6,True
1113,North,Rail,Apparel,184,5.6,819.68,8,True
1114,East,Road,Electronics,223,3.5,1459.07,6,True
1115,East,Road,Furniture,93,2.6,388.42,6,True
1116,East,Sea,Electronics,148,13.9,405.08,15,True
1117,North,Rail,Furniture,150,5.4,647.45,8,True
1118,West,Road,Electronics,61,5.4,574.7,6,True
1119,North,Road,Electronics,94,3.3,858.17,6,True
1120,North,Road,Pharma,54,5.4,447.02,6,True
1121,Central,Road,Apparel,79,5.0,524.03,6,True
1122,Central,Road,Apparel,98,3.7,642.59,6,True
1123,West,Road,Groceries,145,3.1,1090.04,6,True
1124,West,Road,Pharma,78,3.2,594.77,6,True
1125,East,Rail,Pharma,183,5.2,986.95,8,True
1126,East,Air,Apparel,40,2.8,1398.96,3,True
1127,North,Rail,Pharma,81,6.2,417.52,8,True
1128,South,Road,Apparel,73,2.7,732.05,6,True
1129,South,Sea,Pharma,178,11.7,608.47,15,True
1130,North,Sea,Electronics,88,11.8,271.32,15,True
1131,West,Sea,Apparel,77,9.4,264.18,15,True
1132,South,Sea,Apparel,45,11.8,106.95,15,True
1133,North,Sea,Furniture,153,12.9,521.39,15,True
1134,North,Air,Pharma,31,1.3,1220.79,3,True
1135,East,Road,Pharma,157,4.3,998.03,6,True
1136,North,Air,Apparel,99,2.1,4111.62,3,True
1137,West,Rail,Electronics,75,5.6,262.79,8,True
1138,South,Rail,Electronics,85,6.9,514.63,8,True
1139,South,Air,Electronics,88,11.0,3563.22,3,False
1140,East,Road,Pharma,87,2.2,597.32,6,True
1141,West,Road,Furniture,22,3.6,185.34,6,True
1142,South,Sea,Apparel,187,14.8,701.54,15,True
1143,East,Air,Groceries,49,1.7,1125.47,3,True
1144,East,Air,Furniture,53,1.5,1920.17,3,True
1145,North,Road,Groceries,90,3.7,675.69,6,True
1146,West,Road,Furniture,165,5.5,1597.11,6,True
1147,West,Sea,Electronics,124,10.9,428.3,15,True
1148,East,Rail,Pharma,55,7.1,231.5,8,True
1149,West,Rail,Groceries,229,5.7,1187.94,8,True
1150,West,Road,Furniture,93,3.1,778.79,6,True
1151,West,Air,Pharma,276,1.2,12586.84,3,True
1152,West,Road,Groceries,138,3.9,960.9,6,True
1153,East,Rail,Apparel,142,5.4,597.01,8,True
1154,East,Road,Furniture,64,5.3,351.44,6,True
1155,East,Road,Apparel,29,3.1,212.68,6,True
1156,West,Air,Electronics,58,1.7,1932.15,3,True
1157,North,Sea,Apparel,169,4.7,468.81,15,True
1158,Central,Road,Apparel,120,4.2,939.04,6,True
1159,West,Sea,Furniture,44,21.9,121.48,15,False
1160,North,Road,Electronics,272,3.5,2123.93,6,True
1161,West,Road,Apparel,111,4.7,868.26,6,True
1162,North,Road,Pharma,122,4.8,918.05,6,True
1163,South,Road,Groceries,149,5.2,1940.74,6,True
1164,West,Air,Apparel,68,0.5,1848.64,3,True
1165,North,Road,Electronics,218,4.6,1912.49,6,True
1166,West,Road,Apparel,34,5.1,389.59,6,True
1167,West,Sea,Groceries,151,11.5,552.64,15,True
1168,East,Road,Electronics,375,3.3,2719.01,6,True
1169,North,Rail,Furniture,27,5.2,111.25,8,True
1170,South,Road,Electronics,39,2.8,429.02,6,True
1171,East,Rail,Furniture,178,6.8,913.62,8,True
1172,Central,Road,Electronics,30,6.7,147.94,6,False
1173,East,Road,Groceries,144,9.7,986.99,6,False
1174,North,Road,Groceries,108,3.4,707.69,6,True
1175,East,Road,Electronics,150,4.0,616.76,6,True
1176,East,Road,Apparel,70,2.1,411.06,6,True
1177,West,Rail,Groceries,94,5.2,501.31,8,True
1178,North,Sea,Furniture,112,22.0,365.25,15,False
1179,West,Sea,Furniture,176,22.9,527.5,15,False
1180,East,Rail,Pharma,54,7.4,293.09,8,True
1181,Central,Road,Furniture,77,2.4,568.9,6,True
1182,South,Road,Pharma,79,5.1,713.14,6,True
1183,East,Road,Electronics,5,5.8,34.64,6,True
1184,Central,Road,Electronics,206,4.5,1394.09,6,True
1185,North,Air,Electronics,35,1.3,1221.72,3,True
1186,Central,Air,Apparel,246,1.8,5414.98,3,True
1187,East,Road,Apparel,153,3.5,1052.79,6,True
1188,North,Road,Pharma,138,1.6,1214.22,6,True
1189,South,Sea,Furniture,56,10.8,231.3,15,True
1190,West,Rail,Furniture,156,6.0,936.96,8,True
1191,North,Road,Electronics,99,2.9,831.72,6,True
1192,East,Sea,Groceries,116,11.5,381.67,15,True
1193,South,Sea,Apparel,257,12.6,943.03,15,True
1194,East,Road,Apparel,93,4.2,660.71,6,True
1195,North,Road,Electronics,230,5.3,2248.12,6,True
1196,West,Air,Apparel,87,1.9,3542.68,3,True
1197,Central,Sea,Electronics,51,12.4,146.3,15,True
1198,Central,Sea,Pharma,43,11.1,84.82,15,True
1199,West,Road,Furniture,123,2.4,899.88,6,True
1200,North,Road,Groceries,163,3.5,1144.12,6,True
1201,West,Air,Furniture,151,0.6,5700.56,3,True
1202,North,Air,Furniture,191,1.3,8514.37,3,True
1203,North,Road,Pharma,141,2.7,935.29,6,True
1204,South,Sea,Apparel,40,13.0,156.74,15,True
1205,South,Rail,Groceries,123,5.1,579.67,8,True
1206,West,Sea,Apparel,70,11.6,290.54,15,True
1207,East,Sea,Furniture,111,12.0,227.92,15,True
1208,South,Rail,Electronics,86,7.3,549.41,8,True
1209,North,Road,Furniture,78,6.1,706.4,6,False
1210,Central,Air,Apparel,89,3.7,2723.76,3,False
1211,South,Road,Furniture,244,2.5,1949.41,6,True
1212,South,Rail,Electronics,22,5.6,106.46,8,True
1213,North,Road,Pharma,45,3.3,428.71,6,True
1214,West,Rail,Apparel,49,6.4,297.71,8,True
1215,East,Road,Furniture,84,15.7,698.67,6,False
1216,North,Road,Apparel,146,3.3,1370.53,6,True
1217,North,Road,Pharma,11,3.2,67.72,6,True
1218,East,Road,Furniture,81,2.8,446.21,6,True
1219,East,Rail,Furniture,156,2.8,631.31,8,True
1220,North,Rail,Apparel,184,4.4,853.81,8,True
1221,Central,Air,Apparel,31,2.5,791.68,3,True
1222,North,Road,Electronics,180,5.8,1499.94,6,True
1223,South,Road,Pharma,159,5.6,1707.51,6,True
1224,Central,Road,Electronics,199,5.1,1217.44,6,True
1225,South,Road,Furniture,98,2.8,791.34,6,True
1226,East,Sea,Apparel,117,10.6,354.42,15,True
1227,South,Road,Furniture,161,1.8,1418.55,6,True
1228,North,Road,Furniture,112,3.3,910.42,6,True
1229,Central,Road,Groceries,33,4.1,200.67,6,True
1230,South,Road,Groceries,51,15.8,493.13,6,False
1231,Central,Air,Furniture,99,2.0,2350.42,3,True
1232,North,Air,Apparel,240,2.3,9315.1,3,True
1233,North,Road,Furniture,137,3.4,1090.61,6,True
1234,North,Road,Groceries,62,2.4,439.13,6,True
1235,East,Road,Apparel,66,5.7,513.04,6,True
1236,South,Road,Furniture,68,4.0,553.79,6,True
1237,West,Road,Pharma,86,6.3,644.26,6,False
1238,South,Sea,Pharma,91,21.6,257.38,15,False
1239,Central,Air,Furniture,87,1.7,1813.51,3,True
1240,North,Air,Apparel,88,0.5,3326.84,3,True
1241,West,Road,Furniture,34,3.5,335.54,6,True
1242,West,Road,Furniture,34,2.1,266.3,6,True
1243,West,Air,Groceries,74,0.5,2393.78,3,True
1244,West,Rail,Pharma,45,6.9,172.03,8,True
1245,West,Rail,Groceries,88,5.7,311.39,8,True
1246,East,Road,Groceries,157,3.5,1253.62,6,True
1247,North,Air,Furniture,195,0.6,4804.11,3,True
1248,North,Road,Groceries,156,3.5,1033.86,6,True
1249,Central,Sea,Pharma,102,13.4,255.21,15,True
1250,East,Air,Groceries,141,1.7,4501.27,3,True
1251,West,Air,Pharma,100,0.5,3853.99,3,True
1252,South,Road,Groceries,91,5.2,838.07,6,True
1253,North,Air,Pharma,143,3.6,4737.04,3,False
1254,North,Road,Groceries,83,4.6,550.67,6,True
1255,East,Road,Groceries,34,5.1,221.51,6,True
1256,South,Road,Apparel,81,5.5,712.89,6,True
1257,North,Rail,Pharma,30,4.0,107.47,8,True
1258,South,Road,Pharma,78,6.2,632.96,6,False
1259,North,Road,Pharma,125,5.3,944.17,6,True
1260,East,Sea,Electronics,117,12.6,283.25,15,True
1261,North,Road,Groceries,102,3.8,774.07,6,True
1262,West,Air,Pharma,91,0.5,3679.71,3,True
1263,South,Road,Electronics,119,3.6,1224.78,6,True
1264,South,Road,Apparel,142,4.5,1602.56,6,True
1265,North,Rail,Pharma,79,4.7,305.66,8,True
1266,North,Road,Pharma,45,3.9,337.28,6,True
1267,South,Road,Electronics,122,2.6,1329.08,6,True
1268,South,Air,Groceries,50,1.0,1485.51,3,True
1269,East,Air,Apparel,56,10.1,1452.77,3,False
1270,South,Rail,Pharma,167,4.3,871.56,8,True
1271,East,Road,Groceries,120,4.4,1128.94,6,True
1272,West,Road,Apparel,218,3.3,1563.52,6,True
1273,West,Rail,Furniture,181,5.4,1104.74,8,True
1274,North,Air,Furniture,102,0.7,3555.06,3,True
1275,South,Sea,Apparel,169,15.3,482.78,15,False
1276,North,Sea,Electronics,48,12.7,204.48,15,True
1277,North,Sea,Apparel,92,12.9,284.06,15,True
1278,Central,Road,Apparel,105,3.1,709.92,6,True
1279,North,Road,Electronics,84,17.7,725.88,6,False
1280,South,Rail,Electronics,163,5.7,1001.49,8,True
1281,East,Road,Groceries,124,3.1,1181.01,6,True
1282,West,Road,Groceries,122,6.3,1299.34,6,False
1283,East,Sea,Electronics,234,12.7,543.51,15,True
1284,North,Sea,Furniture,103,12.6,402.57,15,True
1285,South,Road,Furniture,187,2.8,1539.72,6,True
1286,East,Road,Apparel,190,2.5,1434.12,6,True
1287,North,Road,Pharma,151,3.9,944.98,6,True
1288,South,Sea,Apparel,229,11.3,912.9,15,True
1289,North,Sea,Apparel,112,12.7,320.51,15,True
1290,North,Road,Pharma,125,4.8,827.58,6,True
1291,South,Road,Electronics,68,4.1,737.13,6,True
1292,North,Sea,Furniture,80,22.3,291.7,15,False
1293,East,Road,Apparel,121,4.2,1063.31,6,True
1294,East,Air,Pharma,85,0.5,2065.85,3,True
1295,West,Sea,Groceries,134,11.8,521.73,15,True
1296,North,Road,Apparel,105,4.2,802.14,6,True
1297,North,Air,Furniture,191,2.6,8742.15,3,True
1298,North,Road,Electronics,100,4.3,874.99,6,True
1299,East,Road,Apparel,180,3.3,1344.86,6,True
1300,West,Sea,Apparel,36,13.2,113.54,15,True
1301,North,Road,Pharma,64,16.5,510.95,6,False
1302,Central,Sea,Groceries,122,4.7,262.96,15,True
1303,North,Air,Groceries,78,1.6,2292.63,3,True
1304,East,Road,Electronics,102,2.8,694.45,6,True
1305,West,Road,Furniture,97,5.4,960.35,6,True
1306,West,Road,Electronics,95,3.3,630.82,6,True
1307,West,Road,Apparel,36,4.4,363.21,6,True
1308,West,Road,Apparel,113,4.2,969.62,6,True
1309,South,Road,Groceries,250,4.1,2569.61,6,True
1310,West,Road,Furniture,108,3.8,1020.58,6,True
1311,North,Rail,Pharma,107,4.0,609.5,8,True
1312,Central,Rail,Furniture,263,4.8,1055.53,8,True
1313,East,Rail,Apparel,365,7.3,1655.4,8,True
1314,West,Road,Pharma,57,4.5,543.01,6,True
1315,South,Road,Furniture,275,6.3,2134.83,6,False
1316,East,Rail,Furniture,97,4.8,358.29,8,True
1317,East,Road,Pharma,47,4.0,314.81,6,True
1318,West,Road,Apparel,163,5.4,1428.37,6,True
1319,North,Sea,Furniture,43,11.3,166.17,15,True
1320,North,Rail,Pharma,92,5.4,463.31,8,True
1321,North,Air,Apparel,85,1.1,3867.57,3,True
1322,North,Road,Pharma,108,3.5,930.8,6,True
1323,West,Rail,Pharma,42,6.6,205.5,8,True
1324,North,Air,Furniture,36,0.5,1476.8,3,True
1325,Central,Rail,Apparel,161,8.0,620.54,8,True
1326,South,Rail,Furniture,199,4.8,1187.37,8,True
1327,North,Sea,Electronics,207,9.5,496.52,15,True
1328,West,Air,Electronics,33,1.5,938.31,3,True
1329,East,Road,Apparel,68,3.5,530.26,6,True
1330,South,Rail,Pharma,332,5.8,2225.05,8,True
1331,East,Air,Furniture,59,1.9,2400.9,3,True
1332,West,Rail,Furniture,32,6.8,147.6,8,True
1333,North,Road,Apparel,76,6.0,741.49,6,True
1334,Central,Road,Apparel,21,3.2,160.9,6,True
1335,Central,Sea,Electronics,29,12.9,64.47,15,True
1336,East,Rail,Groceries,72,6.9,391.46,8,True
1337,North,Sea,Apparel,74,8.8,253.44,15,True
1338,East,Rail,Groceries,27,5.0,142.32,8,True
1339,North,Air,Apparel,206,0.5,9554.0,3,True
1340,North,Rail,Pharma,80,15.9,466.04,8,False
1341,North,Sea,Pharma,83,12.4,169.19,15,True
1342,South,Air,Electronics,80,1.9,3375.8,3,True
1343,West,Air,Electronics,102,1.1,741.31,3,True
1344,West,Road,Groceries,270,3.8,2319.52,6,True
1345,West,Road,Apparel,144,4.0,1226.59,6,True
1346,South,Rail,Furniture,107,5.5,561.38,8,True
1347,South,Road,Electronics,50,4.9,389.1,6,True
1348,South,Road,Furniture,61,2.7,516.56,6,True
1349,Central,Road,Furniture,82,3.1,498.26,6,True
1350,North,Road,Apparel,79,4.1,619.51,6,True
1351,West,Road,Groceries,141,3.6,1203.13,6,True
1352,East,Road,Apparel,30,2.7,234.96,6,True
1353,South,Sea,Electronics,169,12.6,555.71,15,True
1354,West,Air,Furniture,89,0.8,3898.56,3,True
1355,South,Road,Apparel,43,3.0,393.33,6,True
1356,West,Road,Apparel,108,4.7,1033.0,6,True
1357,Central,Rail,Apparel,89,4.9,339.74,8,True
1358,South,Road,Electronics,64,4.0,831.12,6,True
1359,North,Sea,Groceries,78,11.6,250.4,15,True
1360,East,Rail,Apparel,183,5.4,1025.5,8,True
1361,Central,Rail,Electronics,261,5.4,935.33,8,True
1362,North,Road,Furniture,110,5.2,820.98,6,True
1363,East,Rail,Pharma,173,6.4,749.06,8,True
1364,East,Road,Electronics,154,1.9,1520.11,6,True
1365,West,Sea,Pharma,182,13.1,555.01,15,True
1366,North,Air,Apparel,96,2.1,2944.99,3,True
1367,West,Road,Apparel,160,4.5,1606.26,6,True
1368,Central,Road,Electronics,132,5.1,852.25,6,True
1369,North,Road,Pharma,64,4.0,495.25,6,True
1370,North,Rail,Apparel,161,6.7,741.31,8,True
1371,Central,Road,Furniture,70,12.6,480.85,6,False
1372,North,Air,Groceries,245,2.5,9941.84,3,True
1373,West,Road,Groceries,62,4.3,582.37,6,True
1374,South,Rail,Apparel,75,4.3,400.24,8,True
1375,North,Sea,Pharma,60,13.2,153.33,15,True
1376,West,Rail,Apparel,261,5.8,544.17,8,True
1377,South,Rail,Pharma,244,5.7,1204.03,8,True
1378,East,Road,Furniture,109,3.5,740.99,6,True
1379,South,Road,Pharma,69,3.6,629.18,6,True
1380,East,Rail,Apparel,123,6.3,531.02,8,True
1381,North,Road,Furniture,62,2.8,704.39,6,True
1382,South,Road,Electronics,83,14.7,819.88,6,False
1383,Central,Road,Groceries,147,2.7,766.14,6,True
1384,North,Road,Apparel,84,4.5,738.08,6,True
1385,East,Road,Apparel,107,3.8,815.64,6,True
1386,South,Sea,Apparel,150,13.3,436.0,15,True
1387,West,Road,Furniture,152,3.9,1332.11,6,True
1388,North,Air,Electronics,77,2.5,2909.31,3,True
1389,Central,Road,Pharma,68,3.2,502.08,6,True
1390,South,Rail,Electronics,151,5.5,636.99,8,True
1391,North,Road,Furniture,100,4.0,877.77,6,True
1392,North,Sea,Apparel,163,11.8,592.42,15,True
1393,North,Sea,Groceries,67,11.7,257.91,15,True
1394,East,Road,Apparel,82,3.0,481.82,6,True
1395,South,Sea,Pharma,169,10.1,570.29,15,True
1396,West,Sea,Groceries,78,12.8,243.89,15,True
1397,South,Sea,Apparel,4,12.6,15.2,15,True
1398,North,Sea,Groceries,161,11.3,471.07,15,True
1399,East,Road,Electronics,129,4.5,829.13,6,True
1400,West,Air,Furniture,78,1.3,2959.88,3,True
1401,North,Road,Apparel,263,5.3,1997.48,6,True
1402,North,Road,Pharma,52,2.4,451.08,6,True
1403,North,Sea,Electronics,109,11.8,287.29,15,True
1404,West,Road,Apparel,99,4.7,704.08,6,True
1405,East,Rail,Electronics,31,6.2,167.03,8,True
1406,South,Sea,Pharma,90,13.8,416.34,15,True
1407,West,Sea,Apparel,202,11.9,810.23,15,True
1408,West,Sea,Pharma,92,12.9,286.67,15,True
1409,East,Road,Groceries,88,3.8,733.88,6,True
1410,West,Road,Pharma,216,5.3,1627.62,6,True
1411,North,Road,Groceries,44,11.7,378.83,6,False
1412,North,Road,Apparel,188,3.6,1372.29,6,True
1413,North,Road,Groceries,26,3.5,247.2,6,True
1414,North,Road,Apparel,188,4.6,1757.45,6,True
1415,East,Rail,Apparel,42,5.2,247.85,8,True
1416,Central,Air,Furniture,62,1.7,1676.29,3,True
1417,North,Road,Apparel,45,3.6,445.27,6,True
1418,North,Rail,Groceries,159,6.4,855.4,8,True
1419,South,Road,Furniture,109,3.8,1014.14,6,True
1420,Central,Road,Furniture,166,3.2,1116.1,6,True
1421,South,Rail,Apparel,118,7.3,851.32,8,True
1422,East,Air,Pharma,82,1.8,2531.88,3,True
1423,North,Rail,Pharma,151,14.3,745.82,8,False
1424,North,Road,Furniture,123,4.5,679.1,6,True
1425,Central,Sea,Apparel,116,10.0,272.26,15,True
1426,Central,Air,Pharma,79,4.0,2299.72,3,False
1427,North,Air,Apparel,106,1.5,3285.81,3,True
1428,Central,Air,Apparel,90,0.5,2139.03,3,True
1429,East,Sea,Furniture,85,13.4,165.77,15,True
1430,West,Air,Furniture,115,0.6,3855.62,3,True
1431,South,Air,Electronics,350,2.8,17090.63,3,True
1432,East,Sea,Pharma,67,12.1,140.69,15,True
1433,South,Rail,Pharma,263,4.1,1691.23,8,True
1434,East,Road,Pharma,156,4.3,1271.35,6,True
1435,North,Rail,Groceries,93,6.2,636.09,8,True
1436,North,Road,Apparel,50,5.4,462.3,6,True
1437,South,Road,Furniture,37,4.6,389.14,6,True
1438,West,Air,Pharma,78,0.5,3024.6,3,True
1439,North,Sea,Electronics,104,13.2,312.04,15,True
1440,East,Sea,Pharma,198,11.5,602.94,15,True
1441,Central,Road,Apparel,182,6.1,1382.97,6,False
1442,North,Air,Apparel,90,1.1,3230.56,3,True
1443,East,Road,Furniture,78,3.7,670.43,6,True
1444,South,Sea,Groceries,90,11.0,444.79,15,True
1445,West,Sea,Furniture,107,11.4,340.63,15,True
1446,North,Air,Pharma,66,0.6,2344.3,3,True
1447,East,Sea,Electronics,117,13.4,311.54,15,True
1448,West,Rail,Furniture,111,4.4,594.44,8,True
1449,Central,Air,Groceries,113,2.5,3744.49,3,True
1450,East,Road,Furniture,234,5.0,1706.8,6,True
1451,South,Road,Apparel,221,5.7,2090.9,6,True
1452,East,Rail,Pharma,139,6.1,602.08,8,True
1453,West,Rail,Pharma,130,4.8,732.57,8,True
1454,East,Road,Pharma,332,3.8,2209.97,6,True
1455,North,Sea,Pharma,10,12.7,24.48,15,True
1456,Central,Road,Pharma,185,4.1,1263.51,6,True
1457,East,Air,Pharma,378,1.9,15442.28,3,True
1458,East,Rail,Electronics,87,7.6,374.47,8,True
1459,North,Rail,Groceries,130,6.7,548.48,8,True
1460,East,Air,Pharma,104,1.7,4217.35,3,True
1461,South,Road,Groceries,125,9.0,1157.86,6,False
1462,East,Road,Pharma,192,11.7,1578.26,6,False
1463,North,Air,Furniture,250,1.0,7793.23,3,True
1464,East,Air,Pharma,93,0.5,2933.79,3,True
1465,Central,Road,Apparel,175,2.7,1355.29,6,True
1466,North,Rail,Electronics,188,5.7,958.44,8,True
1467,Central,Road,Furniture,89,3.9,581.84,6,True
1468,South,Rail,Furniture,132,6.6,589.52,8,True
1469,West,Sea,Apparel,140,11.8,493.06,15,True
1470,West,Road,Pharma,33,4.3,244.52,6,True
1471,East,Road,Electronics,148,3.5,1244.57,6,True
1472,West,Rail,Furniture,25,6.1,135.23,8,True
1473,West,Air,Electronics,166,2.0,6366.99,3,True
1474,South,Rail,Furniture,131,7.8,840.54,8,True
1475,South,Sea,Pharma,193,11.4,703.33,15,True
1476,East,Sea,Furniture,10,12.2,33.96,15,True
1477,West,Sea,Furniture,197,13.0,765.76,15,True
1478,West,Air,Groceries,186,0.5,5587.43,3,True
1479,West,Road,Pharma,265,13.7,2169.0,6,False
1480,South,Road,Apparel,35,16.2,362.4,6,False
1481,West,Road,Apparel,157,1.9,1132.33,6,True
1482,North,Air,Pharma,25,1.9,669.19,3,True
1483,East,Road,Apparel,153,3.3,975.98,6,True
1484,North,Sea,Pharma,204,11.5,601.43,15,True
1485,South,Air,Apparel,65,1.9,1021.15,3,True
1486,South,Air,Groceries,92,2.8,3084.29,3,True
1487,South,Road,Apparel,110,3.4,742.02,6,True
1488,East,Road,Furniture,36,3.5,303.78,6,True
1489,South,Road,Pharma,147,4.4,1541.36,6,True
1490,South,Road,Electronics,26,4.7,249.19,6,True
1491,North,Road,Electronics,94,2.8,763.28,6,True
1492,South,Air,Pharma,270,3.6,11755.6,3,False
1493,North,Sea,Groceries,121,11.2,308.64,15,True
1494,North,Sea,Apparel,44,13.2,156.81,15,True
1495,East,Rail,Groceries,54,6.5,246.39,8,True
1496,East,Road,Electronics,32,4.7,262.11,6,True
1497,East,Sea,Pharma,153,11.3,467.41,15,True
1498,South,Sea,Pharma,45,22.9,167.69,15,False
1499,South,Road,Groceries,176,4.0,1695.2,6,True
1500,West,Rail,Groceries,120,6.0,652.53,8,True
1501,East,Road,Apparel,25,2.9,178.3,6,True
1502,South,Sea,Furniture,26,13.1,96.2,15,True
1503,North,Sea,Furniture,58,11.9,179.38,15,True
1504,South,Road,Apparel,97,3.0,827.21,6,True
1505,South,Sea,Furniture,212,12.7,798.29,15,True
1506,South,Air,Electronics,142,2.2,5955.98,3,True
1507,East,Sea,Furniture,160,11.1,510.39,15,True
1508,East,Road,Apparel,89,5.5,466.78,6,True
1509,East,Sea,Furniture,32,14.7,86.87,15,True
1510,West,Road,Pharma,150,2.7,1122.99,6,True
1511,West,Road,Groceries,114,3.8,883.25,6,True
1512,West,Road,Electronics,75,4.4,682.9,6,True
1513,Central,Sea,Pharma,111,14.7,209.02,15,True
1514,North,Sea,Pharma,67,11.1,205.01,15,True
1515,North,Sea,Apparel,68,10.9,204.93,15,True
1516,North,Sea,Groceries,137,10.9,346.27,15,True
1517,East,Road,Groceries,146,5.5,1076.12,6,True
1518,Central,Road,Electronics,32,3.2,181.41,6,True
1519,North,Road,Apparel,93,3.0,989.24,6,True
1520,Central,Road,Electronics,80,4.3,604.31,6,True
1521,North,Road,Furniture,242,4.4,1955.53,6,True
1522,Central,Road,Pharma,171,5.3,1023.52,6,True
1523,South,Road,Electronics,160,4.1,1583.29,6,True
1524,North,Road,Pharma,73,4.3,651.23,6,True
1525,South,Road,Apparel,51,3.9,487.11,6,True
1526,North,Road,Furniture,65,2.4,440.82,6,True
1527,South,Sea,Apparel,203,11.8,678.33,15,True
1528,South,Rail,Furniture,47,6.1,273.41,8,True
1529,West,Sea,Furniture,297,11.5,976.29,15,True
1530,East,Road,Pharma,116,2.1,874.46,6,True
1531,South,Road,Apparel,286,2.6,2919.64,6,True
1532,East,Rail,Apparel,205,6.0,1108.16,8,True
1533,West,Road,Electronics,26,5.1,251.57,6,True
1534,North,Road,Apparel,68,6.0,592.17,6,True
